id,date,store_nbr,family,sales,onpromotion,output
535,1/1/2013,24,CLEANING,0,0,1
536,1/1/2013,24,DAIRY,0,0,1
537,1/1/2013,24,DELI,0,0,1
538,1/1/2013,24,EGGS,0,0,1
539,1/1/2013,24,FROZEN FOODS,0,0,1
540,1/1/2013,24,GROCERY I,0,0,1
541,1/1/2013,24,GROCERY II,0,0,1
542,1/1/2013,24,HARDWARE,0,0,1
543,1/1/2013,24,HOME AND KITCHEN I,0,0,1
544,1/1/2013,24,HOME AND KITCHEN II,0,0,1
545,1/1/2013,24,HOME APPLIANCES,0,0,1
546,1/1/2013,24,HOME CARE,0,0,1
547,1/1/2013,24,LADIESWEAR,0,0,1
548,1/1/2013,24,LAWN AND GARDEN,0,0,1
549,1/1/2013,24,LINGERIE,0,0,1
550,1/1/2013,24,"LIQUOR,WINE,BEER",0,0,1
551,1/1/2013,24,MAGAZINES,0,0,1
552,1/1/2013,24,MEATS,0,0,1
553,1/1/2013,24,PERSONAL CARE,0,0,1
554,1/1/2013,24,PET SUPPLIES,0,0,1
555,1/1/2013,24,PLAYERS AND ELECTRONICS,0,0,1
556,1/1/2013,24,POULTRY,0,0,1
557,1/1/2013,24,PREPARED FOODS,0,0,1
558,1/1/2013,24,PRODUCE,0,0,1
559,1/1/2013,24,SCHOOL AND OFFICE SUPPLIES,0,0,1
560,1/1/2013,24,SEAFOOD,0,0,1
561,1/1/2013,25,AUTOMOTIVE,0,0,1
562,1/1/2013,25,BABY CARE,0,0,1
563,1/1/2013,25,BEAUTY,2,0,1
564,1/1/2013,25,BEVERAGES,810,0,1
565,1/1/2013,25,BOOKS,0,0,1
566,1/1/2013,25,BREAD/BAKERY,180.589,0,1
567,1/1/2013,25,CELEBRATION,0,0,1
568,1/1/2013,25,CLEANING,186,0,1
569,1/1/2013,25,DAIRY,143,0,1
570,1/1/2013,25,DELI,71.09,0,1
571,1/1/2013,25,EGGS,46,0,1
572,1/1/2013,25,FROZEN FOODS,29.654999,0,1
573,1/1/2013,25,GROCERY I,700,0,1
574,1/1/2013,25,GROCERY II,15,0,1
575,1/1/2013,25,HARDWARE,0,0,1
576,1/1/2013,25,HOME AND KITCHEN I,0,0,1
577,1/1/2013,25,HOME AND KITCHEN II,0,0,1
578,1/1/2013,25,HOME APPLIANCES,0,0,1
579,1/1/2013,25,HOME CARE,0,0,1
580,1/1/2013,25,LADIESWEAR,0,0,1
581,1/1/2013,25,LAWN AND GARDEN,2,0,1
582,1/1/2013,25,LINGERIE,5,0,1
583,1/1/2013,25,"LIQUOR,WINE,BEER",105,0,1
584,1/1/2013,25,MAGAZINES,0,0,1
585,1/1/2013,25,MEATS,110.801,0,1
586,1/1/2013,25,PERSONAL CARE,25,0,1
587,1/1/2013,25,PET SUPPLIES,0,0,1
588,1/1/2013,25,PLAYERS AND ELECTRONICS,0,0,1
589,1/1/2013,25,POULTRY,42.637,0,1
590,1/1/2013,25,PREPARED FOODS,37.847,0,1
591,1/1/2013,25,PRODUCE,0,0,1
592,1/1/2013,25,SCHOOL AND OFFICE SUPPLIES,0,0,1
593,1/1/2013,25,SEAFOOD,0,0,1
594,1/1/2013,26,AUTOMOTIVE,0,0,1
595,1/1/2013,26,BABY CARE,0,0,1
596,1/1/2013,26,BEAUTY,0,0,1
597,1/1/2013,26,BEVERAGES,0,0,1
598,1/1/2013,26,BOOKS,0,0,1
599,1/1/2013,26,BREAD/BAKERY,0,0,1
600,1/1/2013,26,CELEBRATION,0,0,1
601,1/1/2013,26,CLEANING,0,0,1
602,1/1/2013,26,DAIRY,0,0,1
603,1/1/2013,26,DELI,0,0,1
604,1/1/2013,26,EGGS,0,0,1
605,1/1/2013,26,FROZEN FOODS,0,0,1
606,1/1/2013,26,GROCERY I,0,0,1
607,1/1/2013,26,GROCERY II,0,0,1
608,1/1/2013,26,HARDWARE,0,0,1
609,1/1/2013,26,HOME AND KITCHEN I,0,0,1
610,1/1/2013,26,HOME AND KITCHEN II,0,0,1
611,1/1/2013,26,HOME APPLIANCES,0,0,1
612,1/1/2013,26,HOME CARE,0,0,1
613,1/1/2013,26,LADIESWEAR,0,0,1
614,1/1/2013,26,LAWN AND GARDEN,0,0,1
615,1/1/2013,26,LINGERIE,0,0,1
616,1/1/2013,26,"LIQUOR,WINE,BEER",0,0,1
617,1/1/2013,26,MAGAZINES,0,0,1
618,1/1/2013,26,MEATS,0,0,1
619,1/1/2013,26,PERSONAL CARE,0,0,1
620,1/1/2013,26,PET SUPPLIES,0,0,1
621,1/1/2013,26,PLAYERS AND ELECTRONICS,0,0,1
622,1/1/2013,26,POULTRY,0,0,1
623,1/1/2013,26,PREPARED FOODS,0,0,1
624,1/1/2013,26,PRODUCE,0,0,1
625,1/1/2013,26,SCHOOL AND OFFICE SUPPLIES,0,0,1
626,1/1/2013,26,SEAFOOD,0,0,1
627,1/1/2013,27,AUTOMOTIVE,0,0,1
628,1/1/2013,27,BABY CARE,0,0,1
629,1/1/2013,27,BEAUTY,0,0,1
630,1/1/2013,27,BEVERAGES,0,0,1
631,1/1/2013,27,BOOKS,0,0,1
632,1/1/2013,27,BREAD/BAKERY,0,0,1
633,1/1/2013,27,CELEBRATION,0,0,1
634,1/1/2013,27,CLEANING,0,0,1
635,1/1/2013,27,DAIRY,0,0,1
636,1/1/2013,27,DELI,0,0,1
637,1/1/2013,27,EGGS,0,0,1
638,1/1/2013,27,FROZEN FOODS,0,0,1
639,1/1/2013,27,GROCERY I,0,0,1
640,1/1/2013,27,GROCERY II,0,0,1
641,1/1/2013,27,HARDWARE,0,0,1
642,1/1/2013,27,HOME AND KITCHEN I,0,0,1
643,1/1/2013,27,HOME AND KITCHEN II,0,0,1
644,1/1/2013,27,HOME APPLIANCES,0,0,1
645,1/1/2013,27,HOME CARE,0,0,1
646,1/1/2013,27,LADIESWEAR,0,0,1
647,1/1/2013,27,LAWN AND GARDEN,0,0,1
648,1/1/2013,27,LINGERIE,0,0,1
649,1/1/2013,27,"LIQUOR,WINE,BEER",0,0,1
650,1/1/2013,27,MAGAZINES,0,0,1
651,1/1/2013,27,MEATS,0,0,1
652,1/1/2013,27,PERSONAL CARE,0,0,1
653,1/1/2013,27,PET SUPPLIES,0,0,1
654,1/1/2013,27,PLAYERS AND ELECTRONICS,0,0,1
655,1/1/2013,27,POULTRY,0,0,1
656,1/1/2013,27,PREPARED FOODS,0,0,1
657,1/1/2013,27,PRODUCE,0,0,1
658,1/1/2013,27,SCHOOL AND OFFICE SUPPLIES,0,0,1
659,1/1/2013,27,SEAFOOD,0,0,1
660,1/1/2013,28,AUTOMOTIVE,0,0,1
661,1/1/2013,28,BABY CARE,0,0,1
662,1/1/2013,28,BEAUTY,0,0,1
663,1/1/2013,28,BEVERAGES,0,0,1
664,1/1/2013,28,BOOKS,0,0,1
665,1/1/2013,28,BREAD/BAKERY,0,0,1
666,1/1/2013,28,CELEBRATION,0,0,1
667,1/1/2013,28,CLEANING,0,0,1
668,1/1/2013,28,DAIRY,0,0,1
669,1/1/2013,28,DELI,0,0,1
670,1/1/2013,28,EGGS,0,0,1
671,1/1/2013,28,FROZEN FOODS,0,0,1
672,1/1/2013,28,GROCERY I,0,0,1
673,1/1/2013,28,GROCERY II,0,0,1
674,1/1/2013,28,HARDWARE,0,0,1
675,1/1/2013,28,HOME AND KITCHEN I,0,0,1
676,1/1/2013,28,HOME AND KITCHEN II,0,0,1
677,1/1/2013,28,HOME APPLIANCES,0,0,1
678,1/1/2013,28,HOME CARE,0,0,1
679,1/1/2013,28,LADIESWEAR,0,0,1
680,1/1/2013,28,LAWN AND GARDEN,0,0,1
681,1/1/2013,28,LINGERIE,0,0,1
682,1/1/2013,28,"LIQUOR,WINE,BEER",0,0,1
683,1/1/2013,28,MAGAZINES,0,0,1
684,1/1/2013,28,MEATS,0,0,1
685,1/1/2013,28,PERSONAL CARE,0,0,1
686,1/1/2013,28,PET SUPPLIES,0,0,1
687,1/1/2013,28,PLAYERS AND ELECTRONICS,0,0,1
688,1/1/2013,28,POULTRY,0,0,1
689,1/1/2013,28,PREPARED FOODS,0,0,1
690,1/1/2013,28,PRODUCE,0,0,1
691,1/1/2013,28,SCHOOL AND OFFICE SUPPLIES,0,0,1
692,1/1/2013,28,SEAFOOD,0,0,1
693,1/1/2013,29,AUTOMOTIVE,0,0,1
694,1/1/2013,29,BABY CARE,0,0,1
695,1/1/2013,29,BEAUTY,0,0,1
696,1/1/2013,29,BEVERAGES,0,0,1
697,1/1/2013,29,BOOKS,0,0,1
698,1/1/2013,29,BREAD/BAKERY,0,0,1
699,1/1/2013,29,CELEBRATION,0,0,1
700,1/1/2013,29,CLEANING,0,0,1
701,1/1/2013,29,DAIRY,0,0,1
702,1/1/2013,29,DELI,0,0,1
703,1/1/2013,29,EGGS,0,0,1
704,1/1/2013,29,FROZEN FOODS,0,0,1
705,1/1/2013,29,GROCERY I,0,0,1
706,1/1/2013,29,GROCERY II,0,0,1
707,1/1/2013,29,HARDWARE,0,0,1
708,1/1/2013,29,HOME AND KITCHEN I,0,0,1
709,1/1/2013,29,HOME AND KITCHEN II,0,0,1
710,1/1/2013,29,HOME APPLIANCES,0,0,1
711,1/1/2013,29,HOME CARE,0,0,1
712,1/1/2013,29,LADIESWEAR,0,0,1
713,1/1/2013,29,LAWN AND GARDEN,0,0,1
714,1/1/2013,29,LINGERIE,0,0,1
715,1/1/2013,29,"LIQUOR,WINE,BEER",0,0,1
716,1/1/2013,29,MAGAZINES,0,0,1
717,1/1/2013,29,MEATS,0,0,1
718,1/1/2013,29,PERSONAL CARE,0,0,1
719,1/1/2013,29,PET SUPPLIES,0,0,1
720,1/1/2013,29,PLAYERS AND ELECTRONICS,0,0,1
721,1/1/2013,29,POULTRY,0,0,1
722,1/1/2013,29,PREPARED FOODS,0,0,1
723,1/1/2013,29,PRODUCE,0,0,1
724,1/1/2013,29,SCHOOL AND OFFICE SUPPLIES,0,0,1
725,1/1/2013,29,SEAFOOD,0,0,1
726,1/1/2013,3,AUTOMOTIVE,0,0,1
727,1/1/2013,3,BABY CARE,0,0,1
728,1/1/2013,3,BEAUTY,0,0,1
729,1/1/2013,3,BEVERAGES,0,0,1
730,1/1/2013,3,BOOKS,0,0,1
731,1/1/2013,3,BREAD/BAKERY,0,0,1
732,1/1/2013,3,CELEBRATION,0,0,1
733,1/1/2013,3,CLEANING,0,0,1
734,1/1/2013,3,DAIRY,0,0,1
735,1/1/2013,3,DELI,0,0,1
736,1/1/2013,3,EGGS,0,0,1
737,1/1/2013,3,FROZEN FOODS,0,0,1
738,1/1/2013,3,GROCERY I,0,0,1
739,1/1/2013,3,GROCERY II,0,0,1
740,1/1/2013,3,HARDWARE,0,0,1
741,1/1/2013,3,HOME AND KITCHEN I,0,0,1
742,1/1/2013,3,HOME AND KITCHEN II,0,0,1
743,1/1/2013,3,HOME APPLIANCES,0,0,1
744,1/1/2013,3,HOME CARE,0,0,1
745,1/1/2013,3,LADIESWEAR,0,0,1
746,1/1/2013,3,LAWN AND GARDEN,0,0,1
747,1/1/2013,3,LINGERIE,0,0,1
748,1/1/2013,3,"LIQUOR,WINE,BEER",0,0,1
749,1/1/2013,3,MAGAZINES,0,0,1
750,1/1/2013,3,MEATS,0,0,1
751,1/1/2013,3,PERSONAL CARE,0,0,1
752,1/1/2013,3,PET SUPPLIES,0,0,1
753,1/1/2013,3,PLAYERS AND ELECTRONICS,0,0,1
754,1/1/2013,3,POULTRY,0,0,1
755,1/1/2013,3,PREPARED FOODS,0,0,1
756,1/1/2013,3,PRODUCE,0,0,1
757,1/1/2013,3,SCHOOL AND OFFICE SUPPLIES,0,0,1
758,1/1/2013,3,SEAFOOD,0,0,1
759,1/1/2013,30,AUTOMOTIVE,0,0,1
760,1/1/2013,30,BABY CARE,0,0,1
761,1/1/2013,30,BEAUTY,0,0,1
762,1/1/2013,30,BEVERAGES,0,0,1
763,1/1/2013,30,BOOKS,0,0,1
764,1/1/2013,30,BREAD/BAKERY,0,0,1
765,1/1/2013,30,CELEBRATION,0,0,1
766,1/1/2013,30,CLEANING,0,0,1
767,1/1/2013,30,DAIRY,0,0,1
768,1/1/2013,30,DELI,0,0,1
769,1/1/2013,30,EGGS,0,0,1
770,1/1/2013,30,FROZEN FOODS,0,0,1
771,1/1/2013,30,GROCERY I,0,0,1
772,1/1/2013,30,GROCERY II,0,0,1
773,1/1/2013,30,HARDWARE,0,0,1
774,1/1/2013,30,HOME AND KITCHEN I,0,0,1
775,1/1/2013,30,HOME AND KITCHEN II,0,0,1
776,1/1/2013,30,HOME APPLIANCES,0,0,1
777,1/1/2013,30,HOME CARE,0,0,1
778,1/1/2013,30,LADIESWEAR,0,0,1
779,1/1/2013,30,LAWN AND GARDEN,0,0,1
780,1/1/2013,30,LINGERIE,0,0,1
781,1/1/2013,30,"LIQUOR,WINE,BEER",0,0,1
782,1/1/2013,30,MAGAZINES,0,0,1
783,1/1/2013,30,MEATS,0,0,1
784,1/1/2013,30,PERSONAL CARE,0,0,1
785,1/1/2013,30,PET SUPPLIES,0,0,1
786,1/1/2013,30,PLAYERS AND ELECTRONICS,0,0,1
787,1/1/2013,30,POULTRY,0,0,1
788,1/1/2013,30,PREPARED FOODS,0,0,1
789,1/1/2013,30,PRODUCE,0,0,1
790,1/1/2013,30,SCHOOL AND OFFICE SUPPLIES,0,0,1
791,1/1/2013,30,SEAFOOD,0,0,1
792,1/1/2013,31,AUTOMOTIVE,0,0,1
793,1/1/2013,31,BABY CARE,0,0,1
794,1/1/2013,31,BEAUTY,0,0,1
795,1/1/2013,31,BEVERAGES,0,0,1
796,1/1/2013,31,BOOKS,0,0,1
797,1/1/2013,31,BREAD/BAKERY,0,0,1
798,1/1/2013,31,CELEBRATION,0,0,1
799,1/1/2013,31,CLEANING,0,0,1
800,1/1/2013,31,DAIRY,0,0,1
801,1/1/2013,31,DELI,0,0,1
802,1/1/2013,31,EGGS,0,0,1
803,1/1/2013,31,FROZEN FOODS,0,0,1
804,1/1/2013,31,GROCERY I,0,0,1
805,1/1/2013,31,GROCERY II,0,0,1
806,1/1/2013,31,HARDWARE,0,0,1
807,1/1/2013,31,HOME AND KITCHEN I,0,0,1
808,1/1/2013,31,HOME AND KITCHEN II,0,0,1
809,1/1/2013,31,HOME APPLIANCES,0,0,1
810,1/1/2013,31,HOME CARE,0,0,1
811,1/1/2013,31,LADIESWEAR,0,0,1
812,1/1/2013,31,LAWN AND GARDEN,0,0,1
813,1/1/2013,31,LINGERIE,0,0,1
814,1/1/2013,31,"LIQUOR,WINE,BEER",0,0,1
815,1/1/2013,31,MAGAZINES,0,0,1
816,1/1/2013,31,MEATS,0,0,1
817,1/1/2013,31,PERSONAL CARE,0,0,1
818,1/1/2013,31,PET SUPPLIES,0,0,1
819,1/1/2013,31,PLAYERS AND ELECTRONICS,0,0,1
820,1/1/2013,31,POULTRY,0,0,1
821,1/1/2013,31,PREPARED FOODS,0,0,1
822,1/1/2013,31,PRODUCE,0,0,1
823,1/1/2013,31,SCHOOL AND OFFICE SUPPLIES,0,0,1
824,1/1/2013,31,SEAFOOD,0,0,1
825,1/1/2013,32,AUTOMOTIVE,0,0,1
826,1/1/2013,32,BABY CARE,0,0,1
827,1/1/2013,32,BEAUTY,0,0,1
828,1/1/2013,32,BEVERAGES,0,0,1
829,1/1/2013,32,BOOKS,0,0,1
830,1/1/2013,32,BREAD/BAKERY,0,0,1
831,1/1/2013,32,CELEBRATION,0,0,1
832,1/1/2013,32,CLEANING,0,0,1
833,1/1/2013,32,DAIRY,0,0,1
834,1/1/2013,32,DELI,0,0,1
835,1/1/2013,32,EGGS,0,0,1
836,1/1/2013,32,FROZEN FOODS,0,0,1
837,1/1/2013,32,GROCERY I,0,0,1
838,1/1/2013,32,GROCERY II,0,0,1
839,1/1/2013,32,HARDWARE,0,0,1
840,1/1/2013,32,HOME AND KITCHEN I,0,0,1
841,1/1/2013,32,HOME AND KITCHEN II,0,0,1
842,1/1/2013,32,HOME APPLIANCES,0,0,1
843,1/1/2013,32,HOME CARE,0,0,1
844,1/1/2013,32,LADIESWEAR,0,0,1
845,1/1/2013,32,LAWN AND GARDEN,0,0,1
846,1/1/2013,32,LINGERIE,0,0,1
847,1/1/2013,32,"LIQUOR,WINE,BEER",0,0,1
848,1/1/2013,32,MAGAZINES,0,0,1
849,1/1/2013,32,MEATS,0,0,1
850,1/1/2013,32,PERSONAL CARE,0,0,1
851,1/1/2013,32,PET SUPPLIES,0,0,1
852,1/1/2013,32,PLAYERS AND ELECTRONICS,0,0,1
853,1/1/2013,32,POULTRY,0,0,1
854,1/1/2013,32,PREPARED FOODS,0,0,1
855,1/1/2013,32,PRODUCE,0,0,1
856,1/1/2013,32,SCHOOL AND OFFICE SUPPLIES,0,0,1
857,1/1/2013,32,SEAFOOD,0,0,1
858,1/1/2013,33,AUTOMOTIVE,0,0,1
859,1/1/2013,33,BABY CARE,0,0,1
860,1/1/2013,33,BEAUTY,0,0,1
861,1/1/2013,33,BEVERAGES,0,0,1
862,1/1/2013,33,BOOKS,0,0,1
863,1/1/2013,33,BREAD/BAKERY,0,0,1
864,1/1/2013,33,CELEBRATION,0,0,1
865,1/1/2013,33,CLEANING,0,0,1
866,1/1/2013,33,DAIRY,0,0,1
867,1/1/2013,33,DELI,0,0,1
868,1/1/2013,33,EGGS,0,0,1
869,1/1/2013,33,FROZEN FOODS,0,0,1
870,1/1/2013,33,GROCERY I,0,0,1
871,1/1/2013,33,GROCERY II,0,0,1
872,1/1/2013,33,HARDWARE,0,0,1
873,1/1/2013,33,HOME AND KITCHEN I,0,0,1
874,1/1/2013,33,HOME AND KITCHEN II,0,0,1
875,1/1/2013,33,HOME APPLIANCES,0,0,1
876,1/1/2013,33,HOME CARE,0,0,1
877,1/1/2013,33,LADIESWEAR,0,0,1
878,1/1/2013,33,LAWN AND GARDEN,0,0,1
879,1/1/2013,33,LINGERIE,0,0,1
880,1/1/2013,33,"LIQUOR,WINE,BEER",0,0,1
881,1/1/2013,33,MAGAZINES,0,0,1
882,1/1/2013,33,MEATS,0,0,1
883,1/1/2013,33,PERSONAL CARE,0,0,1
884,1/1/2013,33,PET SUPPLIES,0,0,1
885,1/1/2013,33,PLAYERS AND ELECTRONICS,0,0,1
886,1/1/2013,33,POULTRY,0,0,1
887,1/1/2013,33,PREPARED FOODS,0,0,1
888,1/1/2013,33,PRODUCE,0,0,1
889,1/1/2013,33,SCHOOL AND OFFICE SUPPLIES,0,0,1
890,1/1/2013,33,SEAFOOD,0,0,1
891,1/1/2013,34,AUTOMOTIVE,0,0,1
892,1/1/2013,34,BABY CARE,0,0,1
893,1/1/2013,34,BEAUTY,0,0,1
894,1/1/2013,34,BEVERAGES,0,0,1
895,1/1/2013,34,BOOKS,0,0,1
896,1/1/2013,34,BREAD/BAKERY,0,0,1
897,1/1/2013,34,CELEBRATION,0,0,1
898,1/1/2013,34,CLEANING,0,0,1
899,1/1/2013,34,DAIRY,0,0,1
900,1/1/2013,34,DELI,0,0,1
901,1/1/2013,34,EGGS,0,0,1
902,1/1/2013,34,FROZEN FOODS,0,0,1
903,1/1/2013,34,GROCERY I,0,0,1
904,1/1/2013,34,GROCERY II,0,0,1
905,1/1/2013,34,HARDWARE,0,0,1
906,1/1/2013,34,HOME AND KITCHEN I,0,0,1
907,1/1/2013,34,HOME AND KITCHEN II,0,0,1
908,1/1/2013,34,HOME APPLIANCES,0,0,1
909,1/1/2013,34,HOME CARE,0,0,1
910,1/1/2013,34,LADIESWEAR,0,0,1
911,1/1/2013,34,LAWN AND GARDEN,0,0,1
912,1/1/2013,34,LINGERIE,0,0,1
913,1/1/2013,34,"LIQUOR,WINE,BEER",0,0,1
914,1/1/2013,34,MAGAZINES,0,0,1
915,1/1/2013,34,MEATS,0,0,1
916,1/1/2013,34,PERSONAL CARE,0,0,1
917,1/1/2013,34,PET SUPPLIES,0,0,1
918,1/1/2013,34,PLAYERS AND ELECTRONICS,0,0,1
919,1/1/2013,34,POULTRY,0,0,1
920,1/1/2013,34,PREPARED FOODS,0,0,1
921,1/1/2013,34,PRODUCE,0,0,1
922,1/1/2013,34,SCHOOL AND OFFICE SUPPLIES,0,0,1
923,1/1/2013,34,SEAFOOD,0,0,1
924,1/1/2013,35,AUTOMOTIVE,0,0,1
925,1/1/2013,35,BABY CARE,0,0,1
926,1/1/2013,35,BEAUTY,0,0,1
927,1/1/2013,35,BEVERAGES,0,0,1
928,1/1/2013,35,BOOKS,0,0,1
929,1/1/2013,35,BREAD/BAKERY,0,0,1
930,1/1/2013,35,CELEBRATION,0,0,1
931,1/1/2013,35,CLEANING,0,0,1
932,1/1/2013,35,DAIRY,0,0,1
933,1/1/2013,35,DELI,0,0,1
934,1/1/2013,35,EGGS,0,0,1
935,1/1/2013,35,FROZEN FOODS,0,0,1
936,1/1/2013,35,GROCERY I,0,0,1
937,1/1/2013,35,GROCERY II,0,0,1
938,1/1/2013,35,HARDWARE,0,0,1
939,1/1/2013,35,HOME AND KITCHEN I,0,0,1
940,1/1/2013,35,HOME AND KITCHEN II,0,0,1
941,1/1/2013,35,HOME APPLIANCES,0,0,1
942,1/1/2013,35,HOME CARE,0,0,1
943,1/1/2013,35,LADIESWEAR,0,0,1
944,1/1/2013,35,LAWN AND GARDEN,0,0,1
945,1/1/2013,35,LINGERIE,0,0,1
946,1/1/2013,35,"LIQUOR,WINE,BEER",0,0,1
947,1/1/2013,35,MAGAZINES,0,0,1
948,1/1/2013,35,MEATS,0,0,1
949,1/1/2013,35,PERSONAL CARE,0,0,1
950,1/1/2013,35,PET SUPPLIES,0,0,1
951,1/1/2013,35,PLAYERS AND ELECTRONICS,0,0,1
952,1/1/2013,35,POULTRY,0,0,1
953,1/1/2013,35,PREPARED FOODS,0,0,1
954,1/1/2013,35,PRODUCE,0,0,1
955,1/1/2013,35,SCHOOL AND OFFICE SUPPLIES,0,0,1
956,1/1/2013,35,SEAFOOD,0,0,1
957,1/1/2013,36,AUTOMOTIVE,0,0,1
958,1/1/2013,36,BABY CARE,0,0,1
959,1/1/2013,36,BEAUTY,0,0,1
960,1/1/2013,36,BEVERAGES,0,0,1
961,1/1/2013,36,BOOKS,0,0,1
962,1/1/2013,36,BREAD/BAKERY,0,0,1
963,1/1/2013,36,CELEBRATION,0,0,1
964,1/1/2013,36,CLEANING,0,0,1
965,1/1/2013,36,DAIRY,0,0,1
966,1/1/2013,36,DELI,0,0,1
967,1/1/2013,36,EGGS,0,0,1
968,1/1/2013,36,FROZEN FOODS,0,0,1
969,1/1/2013,36,GROCERY I,0,0,1
970,1/1/2013,36,GROCERY II,0,0,1
971,1/1/2013,36,HARDWARE,0,0,1
972,1/1/2013,36,HOME AND KITCHEN I,0,0,1
973,1/1/2013,36,HOME AND KITCHEN II,0,0,1
974,1/1/2013,36,HOME APPLIANCES,0,0,1
975,1/1/2013,36,HOME CARE,0,0,1
976,1/1/2013,36,LADIESWEAR,0,0,1
977,1/1/2013,36,LAWN AND GARDEN,0,0,1
978,1/1/2013,36,LINGERIE,0,0,1
979,1/1/2013,36,"LIQUOR,WINE,BEER",0,0,1
980,1/1/2013,36,MAGAZINES,0,0,1
981,1/1/2013,36,MEATS,0,0,1
982,1/1/2013,36,PERSONAL CARE,0,0,1
983,1/1/2013,36,PET SUPPLIES,0,0,1
984,1/1/2013,36,PLAYERS AND ELECTRONICS,0,0,1
985,1/1/2013,36,POULTRY,0,0,1
986,1/1/2013,36,PREPARED FOODS,0,0,1
987,1/1/2013,36,PRODUCE,0,0,1
988,1/1/2013,36,SCHOOL AND OFFICE SUPPLIES,0,0,1
989,1/1/2013,36,SEAFOOD,0,0,1
990,1/1/2013,37,AUTOMOTIVE,0,0,1
991,1/1/2013,37,BABY CARE,0,0,1
992,1/1/2013,37,BEAUTY,0,0,1
993,1/1/2013,37,BEVERAGES,0,0,1
994,1/1/2013,37,BOOKS,0,0,1
995,1/1/2013,37,BREAD/BAKERY,0,0,1
996,1/1/2013,37,CELEBRATION,0,0,1
997,1/1/2013,37,CLEANING,0,0,1
998,1/1/2013,37,DAIRY,0,0,1
999,1/1/2013,37,DELI,0,0,1
1000,1/1/2013,37,EGGS,0,0,1
1001,1/1/2013,37,FROZEN FOODS,0,0,1
1002,1/1/2013,37,GROCERY I,0,0,1
1003,1/1/2013,37,GROCERY II,0,0,1
1004,1/1/2013,37,HARDWARE,0,0,1
1005,1/1/2013,37,HOME AND KITCHEN I,0,0,1
1006,1/1/2013,37,HOME AND KITCHEN II,0,0,1
1007,1/1/2013,37,HOME APPLIANCES,0,0,1
1008,1/1/2013,37,HOME CARE,0,0,1
1009,1/1/2013,37,LADIESWEAR,0,0,1
1010,1/1/2013,37,LAWN AND GARDEN,0,0,1
1011,1/1/2013,37,LINGERIE,0,0,1
1012,1/1/2013,37,"LIQUOR,WINE,BEER",0,0,1
1013,1/1/2013,37,MAGAZINES,0,0,1
1014,1/1/2013,37,MEATS,0,0,1
1015,1/1/2013,37,PERSONAL CARE,0,0,1
1016,1/1/2013,37,PET SUPPLIES,0,0,1
1017,1/1/2013,37,PLAYERS AND ELECTRONICS,0,0,1
1018,1/1/2013,37,POULTRY,0,0,1
1019,1/1/2013,37,PREPARED FOODS,0,0,1
1020,1/1/2013,37,PRODUCE,0,0,1
1021,1/1/2013,37,SCHOOL AND OFFICE SUPPLIES,0,0,1
1022,1/1/2013,37,SEAFOOD,0,0,1
1023,1/1/2013,38,AUTOMOTIVE,0,0,1
1024,1/1/2013,38,BABY CARE,0,0,1
1025,1/1/2013,38,BEAUTY,0,0,1
1026,1/1/2013,38,BEVERAGES,0,0,1
1027,1/1/2013,38,BOOKS,0,0,1
1028,1/1/2013,38,BREAD/BAKERY,0,0,1
1029,1/1/2013,38,CELEBRATION,0,0,1
1030,1/1/2013,38,CLEANING,0,0,1
1031,1/1/2013,38,DAIRY,0,0,1
1032,1/1/2013,38,DELI,0,0,1
1033,1/1/2013,38,EGGS,0,0,1
1034,1/1/2013,38,FROZEN FOODS,0,0,1
1035,1/1/2013,38,GROCERY I,0,0,1
1036,1/1/2013,38,GROCERY II,0,0,1
1037,1/1/2013,38,HARDWARE,0,0,1
1038,1/1/2013,38,HOME AND KITCHEN I,0,0,1
1039,1/1/2013,38,HOME AND KITCHEN II,0,0,1
1040,1/1/2013,38,HOME APPLIANCES,0,0,1
1041,1/1/2013,38,HOME CARE,0,0,1
1042,1/1/2013,38,LADIESWEAR,0,0,1
1043,1/1/2013,38,LAWN AND GARDEN,0,0,1
1044,1/1/2013,38,LINGERIE,0,0,1
1045,1/1/2013,38,"LIQUOR,WINE,BEER",0,0,1
1046,1/1/2013,38,MAGAZINES,0,0,1
1047,1/1/2013,38,MEATS,0,0,1
1048,1/1/2013,38,PERSONAL CARE,0,0,1
1049,1/1/2013,38,PET SUPPLIES,0,0,1
1050,1/1/2013,38,PLAYERS AND ELECTRONICS,0,0,1
1051,1/1/2013,38,POULTRY,0,0,1
1052,1/1/2013,38,PREPARED FOODS,0,0,1
1053,1/1/2013,38,PRODUCE,0,0,1
1054,1/1/2013,38,SCHOOL AND OFFICE SUPPLIES,0,0,1
1055,1/1/2013,38,SEAFOOD,0,0,1
1056,1/1/2013,39,AUTOMOTIVE,0,0,1
1057,1/1/2013,39,BABY CARE,0,0,1
1058,1/1/2013,39,BEAUTY,0,0,1
1059,1/1/2013,39,BEVERAGES,0,0,1
1060,1/1/2013,39,BOOKS,0,0,1
1061,1/1/2013,39,BREAD/BAKERY,0,0,1
1062,1/1/2013,39,CELEBRATION,0,0,1
1063,1/1/2013,39,CLEANING,0,0,1
1064,1/1/2013,39,DAIRY,0,0,1
1065,1/1/2013,39,DELI,0,0,1
1066,1/1/2013,39,EGGS,0,0,1
1067,1/1/2013,39,FROZEN FOODS,0,0,1
