feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,label
-1.52005,-0.185629,-1.91641,-1.87474,-1.46488,-2.20313,0.91147,0.27378,0.449323,1.22989,0.369161,-1.28976,1.03317,-2.67911,0.667905,-1.20164,-1.07302,-0.732442,0.0769424,0.159846,-1.07236,-1.06558,-1.15173,0.462342,0.42252,3
-1.06764,-0.506237,0.20456,1.4623,0.970482,0.732791,0.994308,-0.774441,0.170151,0.787201,-1.09832,0.575545,0.46159,0.385143,1.12231,-0.798111,-0.397782,-0.423136,-1.14568,-1.37411,-0.502476,0.0700202,-1.13418,-0.0997419,0.505307,2
-0.101701,-1.7513,-0.224751,1.40892,0.7999,1.14193,-0.993195,0.419875,-1.41943,-1.19794,-0.40335,0.870804,1.31311,-0.1159,0.481351,0.873891,0.502627,0.616873,-0.509306,-0.10225,-1.22795,-0.527013,1.78964,0.852715,0.0739459,0
0.918844,-0.838069,-1.92766,0.242993,-0.434507,-0.839478,0.534564,-0.0591607,-0.41817,0.595767,-0.849369,-1.31519,-1.20929,1.28577,0.533416,-1.57286,-0.591713,0.11938,-0.848056,0.0821985,-0.820307,0.974547,1.43574,1.51825,0.472871,0
-0.441732,-0.184067,-1.37776,0.272986,-1.30876,-2.08085,0.829581,-0.993588,-0.278948,0.638493,-0.173886,-1.62729,1.20313,0.574586,0.663308,-0.63389,-0.613517,0.660842,-0.917369,0.228906,0.0480434,-0.783792,-1.08035,-0.359338,0.647093,0
-0.728163,0.113292,1.09452,1.72172,1.25262,1.38958,0.830937,-1.62748,-0.896356,0.804169,0.526406,1.38518,0.444762,-0.39929,0.399821,-1.14036,-0.888753,0.25789,-1.0423,-0.228532,-0.413849,1.32357,0.426694,0.128336,1.02978,2
0.341857,-0.762967,-0.882424,-0.364948,0.657947,-0.563917,-0.251439,-2.0708,-1.6776,-0.110453,-0.70032,0.0362941,-0.627395,-1.01146,1.41363,-0.541176,-0.706141,-2.05528,-1.32322,-0.856888,0.493867,-0.255222,-0.953179,1.51644,-0.33964,2
0.776893,0.489864,0.597215,-0.387301,-0.24791,0.224002,-1.03421,0.520256,0.239002,1.35234,-0.488739,-0.562869,-0.969926,1.3618,-1.47808,0.694417,0.974075,-1.59413,1.09262,-0.58671,0.563294,-0.303631,0.880276,-0.857782,-1.80532,1
-1.39115,0.256428,-0.567313,1.52593,-0.895912,-1.31351,-1.06525,-0.909909,0.99195,0.1442,0.168739,1.04733,-0.9586,0.0592502,0.244545,-0.167025,0.276167,0.866386,-0.0869566,-1.30074,-1.58423,1.4176,-1.51436,1.04188,-0.136944,2
0.401528,1.05711,-1.25384,-1.16544,-0.7957,-1.20679,-0.124369,-0.242752,-0.0951505,-0.011807,-0.704767,-1.56153,-0.288542,0.282716,-0.712694,-0.382013,0.233525,-1.33706,0.455719,-0.937175,-0.323449,0.125602,-0.14397,0.738244,-1.12838,0
-1.08181,-1.0558,-1.11253,0.210735,-1.02734,-1.20127,0.699156,-0.801054,0.53968,0.864077,-0.613009,-0.825896,0.925262,0.925095,-0.514422,0.196591,-0.115763,0.455114,1.09868,0.364593,0.0272251,-0.370079,-0.372152,0.0285966,-0.883416,0
-0.859957,0.997772,0.613535,1.55434,1.71409,-0.221964,-0.998115,0.670099,-0.828986,-1.29903,1.48058,1.81453,-0.776627,0.513476,-1.08733,-0.22899,-0.22495,-0.661492,-1.11285,0.893982,0.319141,-0.957959,0.363105,0.944276,0.0314934,0
0.533668,-0.260042,0.0428651,-1.03982,1.24038,-1.01891,-2.67839,1.51994,1.25217,-1.59492,-0.852892,1.1531,1.09128,1.3616,-0.848398,-0.246816,1.27013,1.76507,-0.0432743,0.202118,0.193436,1.66026,0.772343,-0.571635,1.20726,0
0.162599,-0.687018,-0.721291,-0.0167814,0.960143,-0.56475,0.296458,-0.588799,-0.480077,0.0511013,0.192587,0.590253,-0.439238,0.408887,1.08196,-0.133462,-0.680386,-1.56848,0.418011,-1.35676,-0.562249,-0.519039,0.548696,0.536741,-0.954808,0
-1.10132,-0.33981,-0.85919,1.76516,0.270449,-0.46328,0.563846,-0.201047,-0.99919,-1.7467,0.581612,-1.05371,0.492411,-1.01224,-1.07865,-0.720213,0.115004,0.31196,0.795245,1.19526,0.544804,-0.283441,0.823088,-0.498657,1.06733,3
-0.389859,-0.670917,-0.517412,-0.3537,0.0819612,0.357342,0.286393,0.995736,0.926201,0.0403675,-0.739194,0.815117,-0.314755,0.784059,0.488568,0.363388,-0.572194,-0.249223,0.893567,-0.437639,-0.180918,-0.566779,-0.846347,0.596604,-0.884307,3
1.07769,0.579112,-0.0707156,-0.558161,-1.10782,0.697097,1.09424,0.189511,0.168923,-0.602759,-0.870709,-0.496569,-0.0459013,1.0049,-0.275938,1.21509,0.105753,-0.118618,-0.43887,-0.638159,-1.31097,-0.516494,-0.411319,0.755361,-1.08295,1
1.2497,-0.857376,0.183857,-1.00988,-0.783284,0.69762,-0.646499,-0.43862,-1.1713,-0.419816,0.0167316,0.286433,0.729782,-0.905647,0.893227,1.15583,-0.0456497,-0.467325,-0.187643,-0.290913,1.79438,0.412676,1.31312,0.198615,-0.406372,1
1.76696,0.767193,1.06376,-0.255633,0.88201,-0.254267,-0.82899,-0.996049,-1.3535,-1.55875,-1.04354,1.68876,0.783604,-1.64291,1.71484,-1.18028,0.723962,-0.418476,-1.75449,-0.266364,-0.960411,-0.703731,1.01941,-1.46947,2.01416,2
-0.13546,0.37257,0.147801,0.511454,1.35313,-0.0829661,-0.758289,1.33373,-0.59517,0.55773,0.846921,0.505173,1.77109,-0.114284,-0.434023,-0.673271,-1.03442,0.502556,-0.336119,1.2911,0.819188,0.128317,-0.86799,0.974583,1.11565,2
-1.00652,-0.621591,-0.828067,-0.262756,1.1555,0.243583,-1.28626,1.83676,1.17625,0.505424,-1.5448,1.10975,0.372624,1.52195,-0.130647,-0.410409,-0.353604,1.08891,0.112978,-0.818821,-0.148842,-0.330577,0.347556,1.79953,-1.01535,3
0.609285,-0.49948,-0.21201,0.871667,0.584844,-0.955341,-0.487788,0.486975,-0.582415,-0.20361,1.15614,-0.530192,0.0948358,0.5807,1.69883,0.691356,-0.0837401,0.167265,1.55477,1.07693,0.44027,0.635489,0.0253529,-0.22168,0.945507,0
-1.61271,-0.823114,-0.455075,0.343663,-1.59453,-0.104084,0.831891,0.0154062,1.119,0.425404,1.52595,0.456951,0.638517,0.496268,-0.538677,1.79925,1.28903,1.23059,-0.0689518,0.946438,-0.715935,1.0881,-1.37411,1.15859,-0.53991,1
1.15263,1.10718,-1.39666,-1.46414,-1.06443,0.148212,0.128159,-1.20595,-0.328341,-0.626051,-0.101752,-1.15833,-0.239539,0.809316,-0.728022,-1.31477,-0.0754623,-1.39528,-1.4219,-2.45133,-0.227557,-0.178018,0.451762,1.12445,-1.61874,0
-0.791044,-0.911132,-1.05153,0.364802,-0.695049,-0.214628,0.847532,1.02076,1.01475,0.0614422,0.249156,0.111841,0.736995,-0.0933546,-0.537124,-0.599796,0.955338,-0.0298112,0.642376,-0.171706,1.73877,-0.312111,0.16552,-0.524183,0.130594,2
-0.579781,-0.690836,0.654617,-0.26678,0.668572,-0.584548,0.738214,-0.492605,0.980429,0.727117,1.08767,-0.511154,0.265586,0.671174,0.100581,0.904102,0.966379,-0.279758,-0.030214,0.566849,-2.49433,0.35071,-1.85699,-0.931613,0.670344,3
0.77403,1.30398,-0.219119,-0.467294,-1.38531,-0.599187,-0.603354,0.691082,-0.0737606,-0.926882,0.45,-0.65358,-0.696147,0.569388,-0.630352,1.09616,0.936443,0.366854,0.464864,-0.0612261,1.67961,0.0435198,1.21279,0.225428,-0.966788,0
-0.748706,-1.37408,-0.502208,0.820453,-0.586519,-0.8323,0.778255,1.726,1.34978,-1.5365,1.57615,-0.59747,1.30655,-1.10836,-1.39696,1.39485,-0.102182,1.1683,0.424385,-0.351225,1.06423,-0.713766,-1.83355,-0.875232,0.964568,3
0.423961,-2.13745,0.0427713,-1.08574,0.6159,0.63556,-0.737378,0.640142,0.567834,-0.892176,0.855469,1.08259,0.937865,-1.43111,-0.456836,0.664247,-0.518381,0.629158,-0.705825,-0.466276,1.2566,1.28775,0.10359,-0.608346,1.18472,0
-2.42356,0.12126,-0.563946,0.15505,-1.06424,-0.149542,0.112146,0.767927,1.48113,0.483502,0.0119326,0.167355,0.980628,-1.5574,-0.805876,0.20046,0.796774,0.674966,-0.42813,0.0786217,1.70792,1.22908,-2.60289,0.455212,0.690646,1
-1.19696,-1.12249,-0.29906,-0.151824,1.84813,-1.57267,0.745109,0.044037,-0.364361,0.772116,1.36586,0.0259761,0.801355,-0.640266,-0.900227,0.504258,0.679029,-1.49272,0.283625,0.705128,-0.372589,-1.00173,1.39085,-0.852154,0.0924875,2
-0.546937,1.51942,1.39696,1.16783,0.232972,1.74767,-0.099952,1.04261,-0.142257,-0.492794,1.51852,1.23259,0.054227,-0.831055,0.313597,-0.873234,-1.3722,0.897693,0.871891,0.795594,0.947129,0.832535,0.373937,-1.44857,0.952608,2
-0.818648,0.925407,0.740595,-0.948299,1.29155,0.622086,1.09435,0.643943,1.34216,-1.68444,0.410236,0.302344,0.390853,0.39448,1.31539,0.433957,0.352028,0.282726,0.570445,-0.570709,0.447493,0.575809,-1.36173,-1.50332,1.00492,2
-0.676828,-1.47124,0.148509,0.217675,-0.739081,0.141194,-0.258293,0.884363,0.911995,-1.81111,1.40145,-0.959625,1.65638,-0.711918,1.24705,0.340147,-1.10158,2.64933,0.849454,0.0418183,1.36499,-1.22182,-1.3157,-2.00014,1.51208,3
-0.857543,0.242246,1.25636,-0.638419,-0.14402,1.37659,-0.73935,-0.188939,0.564117,1.25851,0.820521,-0.873229,-1.12777,0.360824,0.840271,-0.614365,-0.49965,1.6,0.275921,0.768585,-0.932329,-1.24558,-0.799071,-0.835243,-0.308425,1
0.612915,0.0646124,-0.76037,0.243629,0.626461,-0.425281,1.52008,0.259549,-0.381024,0.823144,-0.773468,-0.26626,0.298924,1.53166,-1.52215,0.491706,0.608682,-1.61353,-0.443694,0.615091,0.802321,-1.18835,0.348933,1.47375,-1.33237,1
0.677678,2.06565,0.187485,0.8478,-0.537781,-1.61352,-0.411934,-0.14036,-1.50189,0.466427,1.08111,-1.70599,0.522183,0.876768,-1.39758,0.810258,0.483457,-1.79729,-1.48019,1.19429,1.37534,0.600249,-0.540027,-0.970483,0.393815,3
-1.15936,-0.332848,-1.06998,-0.810473,0.133928,1.10325,0.288604,1.32906,-0.393224,-1.78889,0.298515,-0.969807,0.761345,-0.316131,1.05752,-0.239266,-1.12122,-0.0645523,0.257771,0.350977,2.3334,0.217141,0.536962,-0.896025,0.426435,2
0.976779,0.412451,1.57304,1.23395,1.96972,0.501792,0.542382,1.15604,-1.42799,1.76662,0.386569,0.564018,1.35393,-1.1298,-1.79406,-0.641927,-0.650469,-0.342043,-0.49718,2.42748,-0.535153,-1.2781,1.16886,-0.0925787,1.41872,2
-1.7133,-1.47836,0.846049,0.680393,1.57612,0.556003,1.27601,0.458466,1.89267,0.795278,0.303868,0.349606,-0.441391,0.708421,-1.60989,-0.0833987,2.19765,1.66243,-0.900473,0.720376,-1.32345,0.169917,0.754265,-0.863148,1.11445,3
-0.879583,-0.82493,0.038179,0.884649,-0.808409,1.673,0.576309,1.22376,0.685234,1.35251,1.20078,-0.504438,0.147006,0.508814,-1.09635,0.325121,1.20411,0.125845,0.348146,0.486619,0.234847,-0.481884,-0.554374,0.573564,-0.858048,3
0.581472,0.259424,-0.56595,-1.07382,-1.61159,-1.1292,0.234538,-1.45653,-0.729755,-0.528859,-0.775539,0.0122862,0.967694,0.615527,0.0904355,-0.398791,-0.823138,-0.654261,0.694308,0.969644,1.26325,0.0588626,0.892341,-2.05251,-0.398313,1
-0.414638,0.994332,0.883491,-1.173,-0.598432,1.11325,-1.28652,-0.136007,-1.02232,-0.0740936,-2.15501,0.854267,-0.0571025,-1.07722,0.943475,0.881367,-1.44474,0.565173,0.679811,0.103686,0.48929,-0.54715,0.90988,0.862099,-1.34002,1
1.74167,-1.92689,0.770228,-1.08641,-0.510032,-1.04018,1.90146,0.897886,1.84661,0.410228,0.471804,0.432516,0.110947,-0.875568,-1.51253,2.12602,0.240986,0.77599,-1.49981,-0.625541,0.115904,-0.195815,-1.922,-0.595356,1.14302,3
-0.340653,0.984427,-0.67471,0.93485,-0.170554,-0.0537123,0.346076,0.976893,-0.25392,-0.291113,1.64421,-0.864841,-0.96737,0.870594,0.705981,0.546231,0.937524,-1.3685,1.20714,-0.439869,0.586337,0.521922,0.889439,0.122116,-0.842143,3
-0.276362,0.590735,-0.0798563,-0.523922,-0.65565,-0.508519,-0.997245,-0.589994,-1.38812,1.43879,0.575756,-0.574895,0.042883,-1.10864,0.974054,-0.111545,-0.396961,-0.786937,-1.39881,0.617572,-1.5782,0.00306621,0.266253,0.655078,0.134983,3
0.62008,0.578642,-0.166137,-1.38055,-0.632254,0.921952,0.86521,-0.973009,0.559383,0.157291,-0.507444,-0.231165,-0.714991,0.223899,-0.186182,0.0842591,0.937234,-0.728638,-1.66922,-1.96878,-0.516383,-0.334849,-0.138746,1.02889,-1.22336,0
1.14777,-1.50427,-0.271189,-1.3374,-1.87089,0.525512,0.749503,-0.859626,-0.069122,1.80106,1.26858,1.22669,-0.394569,-0.415806,1.40472,-0.454275,0.711455,0.751377,-0.595352,0.714167,0.76657,-1.62426,1.46567,0.27091,-0.760491,1
-0.451538,1.42786,0.752328,0.783295,0.900516,1.58221,2.22415,0.973794,1.39854,0.506734,-0.915809,-0.254952,-2.14338,0.783556,1.33434,-1.01334,0.655323,-0.495973,0.249314,-1.61988,0.7836,-1.81251,-0.0696101,-0.438885,-0.781643,2
-0.0546143,0.25533,0.341613,-0.923921,-0.108703,-1.18873,-0.126735,0.302972,0.375868,-0.8842,0.663,0.517079,1.0455,-1.59814,-0.111036,1.16669,0.216606,-0.940723,0.57786,-1.07724,-0.853207,0.962756,0.530714,-1.62983,0.476924,2
-0.495934,0.799362,1.25722,-0.164741,-0.731827,2.15412,0.363563,-1.21937,0.0860927,1.59129,1.13627,-0.881723,-1.27618,0.923545,-0.153472,0.186141,0.383515,-0.767513,-1.25208,-0.94848,1.06462,0.462828,-1.4334,-0.39265,-1.21562,3
1.98896,-1.01409,-1.51106,0.310044,0.538953,-0.664127,1.72445,-0.759177,-0.74109,-0.461469,0.852998,-0.844207,-0.626952,0.958675,0.66736,-0.45642,-1.89291,-0.366922,0.425348,-0.883844,-1.26828,0.791381,0.873674,2.25935,-0.0870854,0
-1.03254,-0.825309,-0.60383,0.091778,-0.82971,-1.11503,0.445319,-0.0235051,-0.0190559,-0.488374,-0.381702,-0.103506,-1.36424,0.33447,-1.87475,1.9741,0.624192,0.529023,0.34309,1.38364,-0.339935,-0.920776,1.19377,1.67875,-1.5631,0
0.81989,-1.67002,-1.95647,0.261719,0.796911,0.122159,0.343597,-0.586124,0.396407,-1.94356,0.978036,1.30342,0.995662,1.91139,1.1196,-2.21145,-0.691924,-0.147829,-0.54337,-1.30775,-1.36035,-1.30098,-0.665257,0.931076,0.0518483,3
1.02255,-1.03906,1.17375,0.853201,1.04589,0.765821,-0.647137,-0.333684,-1.20052,-0.0266947,0.848332,0.71615,0.179777,-0.697825,1.02786,1.02478,-0.149985,0.692387,-1.02495,-0.284515,0.455694,0.304286,1.64464,-0.24124,0.913452,0
0.423283,0.188229,0.668854,1.45377,0.132618,0.53994,1.16818,-1.48698,0.010405,-1.29698,2.64457,0.710074,-0.648392,-1.09092,-1.20754,-1.23522,0.784904,1.31609,0.561155,0.557982,0.910875,-0.339552,0.812853,-0.00823346,1.09205,2
-0.0471897,0.621375,-1.06986,-0.695953,-0.550117,-0.736347,0.465397,0.279658,0.928228,-0.558512,0.288813,-0.73275,-0.677051,0.99574,-1.05944,0.651385,1.33285,-1.26547,0.908477,-1.4847,0.848889,-0.107458,0.213645,1.0221,-1.71287,0
0.659848,-0.908985,-0.677463,0.314249,-1.32616,-1.03719,0.314505,0.398279,-0.179816,0.591012,1.15052,-0.627138,-0.343034,-0.590932,-1.05948,0.346553,-0.0931029,-0.252794,0.432048,0.956484,-0.349027,-0.567065,0.388435,-0.558573,0.0521091,0
-0.0114085,1.39442,0.682303,-0.834473,-0.770443,-0.4479,-1.69889,-0.253992,-1.01481,-0.139189,-0.680188,-0.667078,1.31673,0.461344,0.320668,0.610015,-0.745309,0.296645,1.69202,0.858678,-0.818802,-0.506748,0.549699,-1.06649,-1.06805,1
-1.21782,-1.2954,-1.01828,0.605407,0.766687,-0.0758923,1.04992,1.04744,1.42263,-0.223127,-0.56944,0.598063,-0.131954,-0.45924,-0.248531,-1.31852,2.52102,1.23718,-0.36497,0.542819,-0.843611,0.437581,1.81943,0.220912,1.45269,3
-0.659967,-0.202968,0.800704,0.428228,0.628607,0.464185,0.344829,1.34795,1.97862,0.677761,-0.561262,0.78744,-0.820367,1.52012,-1.39468,0.726611,0.568955,1.16077,-0.612495,-0.898117,0.280339,0.653902,-0.808374,-0.433987,-0.355195,3
1.06321,0.437615,0.867243,0.171666,-0.253997,0.611025,-1.1123,-0.300175,0.373824,-0.427238,-0.783108,0.371468,1.03621,0.352892,-0.281884,-0.746383,0.403521,1.43825,1.58562,-0.267036,0.0199252,-0.268525,0.244002,-0.627195,0.119976,2
-0.79737,0.320194,0.481901,1.55088,0.828137,-0.465981,0.746717,1.13841,0.989809,0.136506,1.17471,-0.335285,-1.07732,0.885349,-0.433265,0.462845,0.899568,-0.449309,0.367985,0.0575113,-0.312071,0.188437,-0.548857,-1.27402,0.636312,3
-1.00485,1.32114,0.471444,-1.26844,0.139756,0.663517,0.352146,1.71734,2.06702,0.976284,-0.140749,0.0203129,-0.544245,0.329678,-1.21751,-0.67543,0.177122,0.472636,1.80623,-0.655231,-1.13073,-0.353302,-0.649776,-0.608518,-1.15803,1
-0.780837,-0.841425,-1.18499,1.20138,-0.554049,-0.842188,0.20688,-0.0153543,-0.240101,1.37618,0.561707,-0.238976,-0.633479,1.36314,0.539044,-0.8624,0.358562,0.286631,-0.450023,0.324851,2.22219,0.104359,1.64641,0.479096,-0.416958,0
1.07549,0.865637,0.301722,0.547856,-0.786659,0.289851,-0.820648,-0.556536,-0.731034,-0.606616,0.715186,-1.2524,0.617789,0.139821,0.56916,-0.435691,-0.787803,1.50397,0.978596,-0.0509584,-0.0940743,0.27585,-0.240272,0.505474,0.420645,1
-0.678472,0.516972,-0.128436,0.70478,-1.64513,0.581091,-0.134563,-0.620252,0.294907,0.0447469,0.579967,1.03655,0.654628,0.21731,-0.913397,0.379737,1.28252,-0.658005,-0.68192,-1.01138,-1.08141,-0.282937,-0.621134,-0.210636,-1.22267,1
0.975764,-0.584403,0.843985,-0.0725951,1.33687,-0.477604,-0.525346,1.67161,-0.153535,0.470271,-0.569487,0.822085,1.32604,-0.945631,0.234088,1.14853,-0.571611,0.981487,-0.792587,0.702872,1.09168,0.511017,0.21676,0.721505,1.4611,2
0.572407,1.6427,1.3385,-0.0757656,0.423801,1.20021,1.24294,-0.664909,0.485424,-0.53069,-1.20546,-0.228745,-0.441158,-0.175446,-1.15666,0.304363,-1.15393,1.04502,1.56243,-0.205971,1.17004,0.389455,-0.0433807,0.532593,-0.696589,1
0.383741,-0.705645,1.10749,0.0466348,1.07843,1.43551,1.22882,0.719199,1.58673,0.573623,0.0385519,1.8336,1.38479,0.430488,-0.174658,0.69858,0.952648,-0.078865,1.02067,-0.323795,0.354969,1.33832,-1.87166,0.152641,0.681747,2
-1.53308,-1.23817,-2.00966,-0.325407,-1.13802,1.01293,0.539579,-0.220021,1.189,-0.820633,-1.17246,-1.53671,-2.05436,1.45644,0.863294,-2.32373,-0.848949,1.27615,0.96872,-0.169954,0.517997,-1.48284,-0.6832,0.672512,-1.01275,2
0.310955,0.170248,-0.757919,-0.97746,0.291056,-0.621785,0.904339,-1.51512,-0.741786,-1.80588,-0.232907,0.464589,-0.920237,-0.581199,1.00386,-0.472296,-1.1214,-1.16541,-1.34446,-0.150484,1.4855,-0.757964,-1.379,0.566245,0.374556,2
0.700423,1.23711,0.575651,-0.756917,-0.939345,0.805421,-0.326883,0.710811,-0.145169,-0.470525,-0.941916,-0.718191,-0.383535,-0.597141,1.26273,-0.699234,-0.558201,-0.263647,0.848734,-0.603991,-1.66726,-0.907417,0.491432,-1.90622,-0.111374,2
0.889641,-0.0612974,1.25412,1.18699,1.43256,-0.0797732,-0.442667,0.667377,-0.396726,0.741373,-0.173138,-0.310673,0.936581,-0.934506,-0.653476,0.140167,1.43227,0.56394,-0.655295,0.624055,1.06939,0.305249,0.271443,-0.408965,1.7027,2
0.330521,0.29342,-0.153752,-0.280543,-0.465088,-1.18398,-0.584981,-0.464039,0.827713,0.155,0.751155,0.701695,-1.48324,0.554037,-1.44959,0.0574753,-0.30761,-0.376875,0.401809,-0.110729,-0.144549,1.1581,0.373837,-0.329287,-0.528918,1
0.779371,0.126783,0.858336,-0.901231,-1.28768,-0.11375,-0.366269,-0.441523,-0.513895,0.76565,-0.333933,0.510941,0.360875,0.289687,-0.0480589,0.925318,-0.520939,0.29948,0.338566,0.552498,0.260698,-1.61096,0.902282,-1.19911,-1.21124,1
1.37087,-1.37617,0.360436,0.255406,0.186334,0.537612,-0.916093,-1.26245,-2.06284,-1.11527,0.957802,-0.107806,-0.324747,0.896867,-1.67775,0.538536,-1.44272,-1.5895,1.01702,2.12332,-0.565012,-1.48652,0.872498,-1.103,-1.08205,0
-1.10552,-0.275532,-0.0203827,-0.454066,0.163606,1.53634,-0.568275,1.0424,0.877523,-0.143718,0.3688,-0.895367,0.774288,1.1242,0.609258,0.578358,0.657606,-0.0797228,0.959472,-0.837042,0.998249,-0.376025,-1.66252,-0.0247484,-1.06971,3
0.444639,0.234766,0.0507075,1.5729,-0.535885,1.1299,-0.998479,1.06092,0.407401,-0.165284,-0.648768,0.87516,0.707297,0.731895,-0.802483,-1.67295,-0.323596,1.52477,-0.422806,0.963606,-1.04821,0.600943,-1.24126,0.36739,1.27665,2
-0.721889,-0.62287,0.0521253,0.612448,1.44317,-0.435385,-0.217221,-0.308678,0.00803138,-0.759524,0.918583,-0.727402,-0.396982,-0.371448,-0.700533,-0.711607,1.16819,-0.0929975,-0.24883,0.311796,-0.568477,-0.22474,0.769955,-0.744096,0.974944,3
-0.82051,-0.0946268,-0.257797,-1.41304,-0.982941,-0.571048,0.729762,0.117789,2.38296,1.25174,-1.28381,0.653212,-2.1708,0.51344,-0.715635,0.417056,2.30345,-0.40728,-0.0475333,-1.07902,1.33799,-0.0982532,-1.24556,0.688871,-1.25776,0
0.0737338,-1.83072,0.309792,0.285985,0.286886,-0.624394,1.32198,0.421175,0.745726,-0.00087361,-0.520148,0.280396,0.460816,-0.914353,-1.53856,1.30678,-0.779579,0.627634,-0.680948,0.614971,-2.17302,-0.968104,-1.25241,-0.104175,0.612318,3
0.891502,0.391205,0.349142,2.08504,1.24952,-1.13856,-1.0573,0.823642,-2.04914,-0.655505,0.327882,0.146178,1.91824,0.336214,0.885445,0.664156,0.486642,0.24063,1.52762,2.27383,-0.501788,0.195406,1.78859,0.0883101,1.46654,0
0.324682,0.386663,0.0683321,-0.288195,-1.58699,-0.608696,-0.296303,-0.919908,-0.470847,1.22691,-1.2966,-0.299507,1.2085,0.157186,0.680788,-0.576263,-0.489331,1.08922,1.22204,0.922356,1.37512,-0.663675,0.544223,-0.750893,-0.429221,1
0.447806,0.468536,0.375029,-0.304376,0.280612,-0.162067,0.985456,-1.03195,-0.538111,0.789105,-0.0587272,-1.01402,-0.952645,-0.179155,0.633879,0.635504,0.555174,-1.61069,-0.475289,-0.44163,1.51755,0.0992033,-0.761347,-0.216257,-0.339781,3
-1.03208,0.0558931,-1.14513,-0.275753,-0.879793,1.59837,0.254557,1.41587,0.0701802,-1.31845,0.541843,-1.01603,-1.078,0.791566,0.468516,-1.05333,-1.60969,-0.700006,0.262624,0.469026,-1.13188,-0.933845,-1.0024,-0.911751,-0.71278,2
1.51714,1.19773,1.19984,0.0428316,-0.769345,0.580581,-0.0963154,-0.1707,-1.44163,-0.342624,-0.341717,0.310016,1.09796,-0.022741,0.258164,0.850365,-1.06079,1.21518,-0.73721,1.43121,0.604333,-0.349847,1.25506,-0.387476,0.624582,3
-0.817088,0.289031,-1.24432,1.70153,-0.618524,-0.520015,0.165087,0.665427,-0.0330157,-0.963145,-1.52396,1.07552,0.440075,0.813898,-1.7092,0.414389,0.899715,-0.868082,1.10653,-1.05303,0.715482,-1.1645,0.827478,1.92369,-1.97203,1
0.983605,0.823601,-0.162985,-0.465056,-1.24416,-0.506149,-0.617902,-0.262316,0.106829,1.61009,-1.12541,1.11037,0.930667,-0.851502,0.945154,0.246921,-0.524344,0.130085,1.26217,-1.41292,0.852151,0.982378,0.377928,1.644,-1.10071,2
-0.356661,-0.735463,-0.976595,1.73073,0.984177,-0.459311,-0.846874,1.00082,-0.483688,1.02748,-0.338905,0.738245,-0.852593,-0.0307424,0.0671255,-1.3908,0.197389,-0.56105,-0.657571,-0.413202,0.576249,1.10964,1.63203,1.02509,0.798678,0
0.424936,-0.937238,-1.20085,-0.575973,-0.210646,-0.935033,0.214692,-0.0876839,-0.691163,-2.0121,0.313479,0.268117,1.55378,-1.06642,-0.621642,0.583267,-0.149262,-0.625946,1.27121,0.676425,-0.726045,0.320052,0.441728,0.462972,0.375317,3
0.581177,-1.25592,-0.786891,-0.587568,-0.715512,-0.257456,-0.754278,-1.57135,0.563767,-0.602106,-0.752577,0.918638,-0.571848,0.693562,1.29382,-1.30152,0.0526983,-0.0903985,0.21281,-1.23032,-0.559785,0.565531,-0.604899,-0.803935,0.0501251,3
-1.06507,-0.0558138,0.177482,-0.566588,-0.927046,0.168318,-0.13643,0.573982,2.0671,0.863707,-1.06343,1.21867,-1.93108,0.954352,0.87855,0.290833,2.0548,-0.374826,-0.0854966,-1.17906,0.483055,-0.521192,-1.35437,-0.524895,-1.06301,0
0.88188,1.44648,0.807515,-1.36665,-1.27192,0.333388,1.20224,-1.18262,0.338633,-0.625618,-0.757793,0.240153,0.452619,0.855523,-0.425866,0.550086,0.172436,1.11814,1.22142,1.2968,1.38719,0.269305,0.903379,-0.709859,-0.623262,1
-0.329736,-0.63438,-0.0325166,0.33139,1.275,-1.12992,1.20648,0.40863,-0.169382,0.276491,-0.835765,0.069443,0.600893,-0.542505,-0.589066,-0.0839277,1.04948,-0.804479,-0.586042,0.928005,0.731885,-1.98713,0.497999,-0.463255,0.594592,2
0.194391,0.72594,0.922312,-0.756337,-0.349746,0.336935,0.0457342,-1.17173,-1.02453,0.175396,-0.226267,1.07616,0.748543,0.0789063,0.211383,0.550143,-1.80365,0.372518,0.521847,0.772537,1.04774,-0.371421,1.08122,-0.587772,-0.899965,1
-0.817166,0.624138,0.878051,1.70633,-0.523076,0.550069,-1.56525,1.35883,0.829228,1.30616,-0.954552,-0.118472,-1.46494,2.26512,-1.82782,1.40151,-0.545259,0.538085,-0.754825,-0.468393,-0.587094,1.92699,-0.352804,-0.479077,-1.10396,3
0.309428,-0.436505,-0.404656,0.873526,0.341085,-0.622659,-1.18587,0.990593,0.437932,-1.07146,1.36191,0.984076,0.52164,1.27486,-0.514239,1.03561,0.943916,1.1494,0.356271,0.069018,-0.00463723,1.07243,0.83701,1.20437,-0.00758194,0
